,set,spectral_centroid,rolloff,zecr,flux
0,0,310.0,699.02,283.12,8.2111
1,0,248.75,463.58,232.84,3.4783
2,0,164.84,421.18,145.07,3.3535
3,0,290.52,556.42,188.1,4.1573
4,0,240.15,561.15,233.75,2.6295
5,0,333.05,719.03,304.08,10.097
6,0,314.26,755.75,236.08,4.2974
7,0,460.27,1103.7,192.81,3.3752
8,0,235.0,334.11,327.45,3.0131
9,0,210.23,446.57,219.58,6.7753
10,0,190.91,418.3,156.92,3.0071
11,0,253.56,642.55,230.71,1.4117
12,0,218.87,424.84,261.53,6.2953
13,0,342.72,1103.8,175.38,2.6498
14,0,155.03,317.94,172.83,0.81792
15,0,175.93,420.93,226.62,3.8252
16,0,472.81,811.25,487.31,11.184
17,0,250.12,759.76,253.67,2.5715
18,0,266.81,634.65,191.42,2.3792
19,0,306.5,677.71,355.08,5.0338
20,0,142.19,314.03,177.96,7.1454
21,0,293.29,770.0,346.85,5.2846
22,0,174.84,424.62,219.61,3.9279
23,0,242.77,521.68,252.23,5.9149
24,0,288.69,768.01,224.22,5.7944
25,0,200.03,592.16,198.88,3.1549
26,0,270.17,728.43,187.15,8.0102
27,0,249.72,564.26,213.37,3.7079
28,0,171.08,452.84,142.88,4.9099
29,0,201.19,506.85,189.24,2.6185
30,0,231.27,580.51,235.9,5.4381
31,0,240.84,558.85,241.19,5.7391
32,0,296.27,399.33,319.13,2.346
33,0,248.95,818.26,137.47,5.8869
34,0,233.9,519.12,248.06,5.1041
35,0,212.27,459.6,231.23,9.1177
36,0,111.41,356.71,135.74,5.6325
37,0,432.76,704.5,228.49,5.8376
38,0,222.72,469.11,187.62,3.4584
39,0,298.87,529.51,348.76,7.2269
40,0,141.88,292.37,211.88,10.773
41,0,277.99,598.24,255.72,2.3467
42,0,252.4,640.72,258.16,4.0782
43,0,318.69,691.73,261.7,7.2348
44,0,181.64,420.17,209.69,3.8583
45,0,478.24,1153.1,423.6,3.9182
46,0,484.79,1144.3,420.42,4.4401
47,0,376.22,740.6,316.56,4.0848
48,0,656.1,1067.8,568.95,4.1516
49,0,483.48,1020.3,381.76,8.1067
50,0,219.4,462.08,216.53,4.0093
51,0,434.39,533.96,551.08,4.6664
52,0,134.59,295.47,165.79,2.0981
53,0,298.07,873.44,323.54,5.3133
54,0,258.16,452.84,192.24,5.1954
55,0,293.97,466.09,365.27,4.4361
56,0,423.05,758.15,463.78,6.2663
57,0,135.03,306.75,172.13,2.1492
58,0,152.23,313.89,189.93,4.3448
59,0,413.03,754.64,462.89,6.2469
60,0,258.16,452.84,192.24,5.1954
61,0,145.6,296.19,131.63,2.2534
62,0,143.48,263.88,145.91,3.9484
63,0,196.72,536.54,114.89,2.2327
64,0,327.16,702.78,347.34,7.5253
65,0,236.66,758.2,187.65,4.1036
66,0,246.85,629.89,198.41,6.0487
67,0,207.08,437.66,223.01,2.7035
68,0,181.58,397.06,237.59,4.7947
69,0,84.731,167.01,83.348,1.9652
70,0,366.78,675.39,391.54,6.7589
71,0,207.08,437.66,223.01,2.7035
72,0,317.59,754.17,297.56,8.8669
73,0,148.23,359.86,194.28,9.9346
74,0,323.23,719.67,270.07,4.7868
75,0,223.44,455.02,269.43,2.6289
76,0,166.84,400.92,175.99,3.5848
77,0,201.2,229.23,317.78,7.6118
78,0,197.68,464.44,240.57,3.6406
79,0,253.67,558.29,210.66,0.73667
80,0,377.26,735.65,317.2,3.8503
81,0,218.04,547.5,146.05,3.1598
82,0,395.4,692.43,302.49,8.8239
83,0,224.34,517.53,150.27,5.4982
84,0,746.37,1661.4,558.5,3.6252
85,0,243.59,622.64,174.89,5.2066
86,0,140.94,315.01,202.08,1.7968
87,0,201.3,410.24,198.35,3.9081
88,0,221.52,431.81,313.44,7.8758
89,0,338.27,742.0,321.32,5.3079
90,0,202.44,421.65,200.25,4.0792
91,0,171.31,384.14,239.59,4.3709
92,0,527.31,1201.4,305.33,8.2589
93,0,191.36,472.68,132.78,2.4688
94,0,344.89,969.88,221.31,9.9448
95,0,287.07,622.92,216.61,3.866
96,0,330.95,831.58,164.93,3.8741
97,0,264.37,384.78,374.6,3.4289
98,0,342.31,661.28,308.2,6.1423
99,0,281.26,828.27,242.86,1.8524
100,1,446.1,965.1,326.99,4.8587
101,1,307.04,732.27,231.68,1.845
102,1,269.99,472.12,252.06,2.8448
103,1,233.89,449.28,127.7,4.5106
104,1,180.76,420.47,178.21,1.9579
105,1,326.09,910.19,149.18,3.7363
106,1,244.52,497.01,150.42,1.4469
107,1,145.33,285.63,164.76,1.3516
108,1,140.55,239.41,181.22,2.224
109,1,100.69,172.24,87.757,0.78175
110,1,210.6,466.49,127.43,1.6904
111,1,101.38,243.56,117.55,1.1304
112,1,78.376,250.39,72.884,0.51269
113,1,57.269,154.7,62.941,1.0206
114,1,212.06,409.37,196.25,0.68374
115,1,114.48,314.31,84.686,1.2768
116,1,208.07,408.7,206.22,1.064
117,1,368.14,867.42,284.84,1.4362
118,1,94.152,240.09,94.625,0.7041
119,1,86.68,239.07,117.36,0.73399
120,1,89.253,263.13,99.101,0.4618
121,1,409.86,689.68,516.38,0.90226
122,1,158.04,493.68,102.91,0.43325
123,1,289.79,648.76,194.12,1.7996
124,1,355.3,811.31,295.63,1.7306
125,1,187.46,480.49,171.7,2.5539
126,1,518.66,1027.1,550.3,0.34673
127,1,90.031,248.0,117.01,0.95864
128,1,113.52,360.59,80.166,0.98058
129,1,138.35,258.9,145.93,0.67033
130,1,268.08,475.3,383.4,0.7247
131,1,153.73,333.65,182.66,0.82463
132,1,259.74,677.7,183.44,1.1177
133,1,92.838,222.89,73.997,1.135
134,1,168.99,273.39,186.6,1.7459
135,1,97.836,299.4,52.612,1.8849
136,1,185.4,361.41,250.35,1.4904
137,1,62.365,195.99,63.36,1.4905
138,1,77.364,279.12,102.32,1.2111
139,1,172.98,440.44,123.57,1.553
140,1,144.75,377.29,99.419,1.2668
141,1,217.86,407.88,267.05,3.3783
142,1,175.03,468.24,141.16,2.8741
143,1,122.86,343.18,124.87,1.7188
144,1,109.84,198.38,93.991,0.96926
145,1,94.641,265.77,78.229,1.8433
146,1,88.559,220.03,94.661,2.2261
147,1,176.33,376.62,168.04,1.0344
148,1,101.51,245.63,93.87,0.9381
149,1,345.99,982.91,200.27,2.0374
150,1,156.27,291.23,158.88,1.4269
151,1,94.352,225.07,73.35,1.135
152,1,366.47,894.95,232.39,2.188
153,1,180.32,289.49,187.63,1.746
154,1,211.43,609.76,113.17,2.104
155,1,95.428,297.95,52.447,1.8849
156,1,172.17,442.59,116.95,2.2636
157,1,331.89,704.31,365.75,1.557
158,1,195.34,377.36,250.15,1.4899
159,1,217.97,798.8,92.726,2.1182
160,1,69.638,203.46,62.78,1.4895
161,1,192.1,461.7,135.34,2.3105
162,1,87.772,312.37,100.03,1.2118
163,1,124.87,190.07,158.9,1.6611
164,1,102.45,307.34,67.526,2.6072
165,1,172.83,441.05,123.96,1.553
166,1,123.63,203.47,141.57,3.8152
167,1,154.13,394.65,101.41,1.2661
168,1,175.91,466.65,141.02,2.8744
169,1,175.44,507.96,126.84,1.7126
170,1,119.01,217.42,93.77,0.97094
171,1,94.907,265.54,77.744,1.8432
172,1,87.736,218.43,94.856,2.2261
173,1,160.09,365.66,127.93,1.1969
174,1,288.28,485.84,260.57,1.8449
175,1,240.37,646.1,186.34,2.0811
176,1,154.66,298.94,197.47,1.1542
177,1,211.98,504.48,197.99,2.2563
178,1,206.22,598.64,122.35,2.2001
179,1,182.13,283.76,187.93,0.76558
180,1,221.88,420.18,237.0,2.054
181,1,287.91,878.56,175.53,0.72707
182,1,633.18,1095.8,764.29,2.229
183,1,294.33,662.27,224.27,2.0549
184,1,187.32,446.13,252.1,1.3244
185,1,182.41,363.19,235.07,2.037
186,1,291.88,382.06,428.24,1.008
187,1,355.86,1063.4,160.24,1.0804
188,1,228.4,848.42,126.05,1.1099
189,1,499.34,1209.9,529.91,1.2685
190,1,130.64,422.69,57.157,0.9101
191,1,1046.5,1550.6,1225.9,1.0028
192,1,825.29,1615.2,802.97,1.235
193,1,124.37,372.56,131.37,0.93438
194,1,117.69,278.05,103.86,0.41938
195,1,168.76,339.94,171.4,1.0059
196,1,345.08,745.07,330.39,0.69489
197,1,164.91,456.21,107.9,0.28354
198,1,298.42,655.8,235.52,0.55249
199,1,185.17,539.75,109.57,0.47169
200,2,114.71,264.83,245.18,6.8174
201,2,80.79,308.04,67.256,3.4429
202,2,211.73,517.53,158.29,1.4349
203,2,199.28,419.82,173.65,3.0698
