,set,spectral_centroid,rolloff,zecr,flux
0,0,3125.8,7463.6,1429.3,30.429
1,0,3426.8,7606.9,1648.2,43.703
2,0,2943.0,6983.7,1307.0,34.82
3,0,1667.4,3319.7,929.68,20.608
4,0,2631.6,5677.7,1398.7,33.714
5,0,2144.4,4360.3,1198.1,22.141
6,0,2009.7,4562.7,768.14,15.554
7,0,1778.4,3567.3,881.38,10.544
8,0,2719.0,5934.5,1385.6,29.677
9,0,3138.9,6682.8,1909.8,32.181
10,0,1711.4,3640.2,719.19,27.572
11,0,1947.2,3770.7,962.19,5.4639
12,0,2497.2,5173.5,1407.9,28.41
13,0,1847.4,4240.7,585.97,22.875
14,0,1894.1,3813.7,959.67,13.419
15,0,2994.3,6585.6,1560.6,33.635
16,0,3093.0,6956.4,1654.9,25.014
17,0,2667.1,5828.7,1398.3,24.012
18,0,3144.7,7409.3,1415.6,34.311
19,0,2869.3,6111.4,1716.9,35.62
20,0,3171.9,7005.8,1981.6,44.814
21,0,3165.9,6897.1,2057.6,35.864
22,0,2988.6,6578.8,1555.2,33.569
23,0,3316.7,7323.7,1939.6,38.692
24,0,3063.3,6896.4,1611.9,36.078
25,0,2617.5,6038.9,1156.9,29.138
26,0,2242.6,4660.3,1121.4,32.58
27,0,2413.6,5258.2,1119.8,26.91
28,0,2665.9,5972.3,1344.6,32.175
29,0,2750.0,6357.0,1250.3,36.572
30,0,2844.7,6227.7,1651.7,32.657
31,0,2902.5,6367.8,1698.6,32.76
32,0,3722.6,8011.4,2475.1,17.439
33,0,2693.9,5615.6,1510.1,24.441
34,0,2851.5,6528.3,1442.5,30.553
35,0,2967.4,6568.8,1767.6,50.574
36,0,2648.2,6085.7,1253.9,43.025
37,0,3158.8,6589.2,1835.0,48.381
38,0,2995.4,6504.5,1642.0,36.984
39,0,3608.6,8153.2,2097.8,45.594
40,0,1818.9,3429.3,1086.6,29.566
41,0,1860.2,3767.7,872.36,10.886
42,0,2716.3,5847.5,1550.9,37.085
43,0,2464.9,5345.0,1164.3,41.263
44,0,2922.8,6243.4,1493.7,38.429
45,0,2639.5,5986.4,1429.8,34.886
46,0,2642.7,5951.4,1394.0,35.507
47,0,2905.2,6867.2,1410.6,36.941
48,0,3901.5,8191.4,2353.0,30.23
49,0,1674.5,3370.7,675.58,22.02
50,0,2719.6,5920.9,1304.0,32.282
51,0,3913.6,8483.9,2577.3,39.531
52,0,3281.8,7312.2,1733.5,52.665
53,0,2407.0,5162.7,1155.7,23.226
54,0,3053.3,6978.0,1512.9,43.018
55,0,3519.9,7841.9,1873.1,40.174
56,0,3230.9,6859.8,1590.0,37.911
57,0,3278.1,7278.7,1713.5,53.908
58,0,2526.1,5245.0,1590.2,26.573
59,0,3258.6,6933.8,1584.9,38.073
60,0,3053.3,6978.0,1512.9,43.018
61,0,2609.1,5455.0,1207.9,34.561
62,0,2320.1,5198.0,1072.5,66.004
63,0,1660.3,3293.7,815.73,18.468
64,0,3583.2,7015.6,2307.4,28.871
65,0,2331.6,5106.6,1097.8,19.681
66,0,2545.2,6017.0,1119.0,41.141
67,0,3459.6,7600.8,2103.9,34.24
68,0,3043.4,6387.1,1701.4,43.868
69,0,2230.2,4676.3,1044.9,39.046
70,0,2928.5,6593.3,1526.4,28.825
71,0,3459.6,7600.8,2103.9,34.24
72,0,2470.3,5094.8,1432.9,47.166
73,0,3274.5,7397.6,1766.3,42.965
74,0,3102.0,7152.4,1440.8,32.081
75,0,3296.0,7186.7,1762.2,29.117
76,0,3285.2,7475.2,1570.7,39.897
77,0,3615.6,7890.0,2319.3,43.816
78,0,2850.1,6125.9,1585.1,39.501
79,0,1843.2,3957.9,779.78,5.8992
80,0,2911.9,6882.7,1415.7,37.214
81,0,2076.7,4668.9,960.93,14.886
82,0,2897.4,6902.6,1123.0,33.86
