,set,spectral_centroid,rolloff,zecr,flux
0,0,2000.0,4305.7,1143.4,15.053
1,0,1588.9,3305.0,796.22,12.844
2,0,1698.6,3511.8,901.07,16.025
3,0,1813.2,3788.5,1015.5,13.462
4,0,1917.1,3998.4,1009.7,16.523
5,0,1680.6,3450.1,880.01,14.731
6,0,1388.3,2691.6,753.14,14.15
7,0,1682.9,3425.3,896.88,13.912
8,0,1626.9,3369.9,861.89,15.704
9,0,1483.9,2829.2,756.81,13.023
10,0,2057.4,4193.0,1206.3,9.3206
11,0,1879.8,4055.0,865.09,13.205
12,0,2201.4,4550.9,1315.0,14.372
13,0,1571.7,3113.0,874.76,17.299
14,0,1641.4,3432.9,801.49,17.348
15,0,1782.0,3899.8,839.92,19.694
16,0,1983.0,4442.1,963.18,27.736
17,0,1736.0,3506.2,932.77,22.105
18,0,1773.9,3733.8,925.71,17.063
19,0,1678.8,3476.7,869.31,20.162
20,0,1549.4,3206.2,717.98,18.689
21,0,1932.4,4076.1,1068.6,24.347
22,0,1924.5,4203.4,882.9,28.159
23,0,2273.1,4766.4,1390.5,16.775
24,0,1714.7,3523.5,885.96,17.392
25,0,1619.4,3270.2,889.86,16.922
26,0,1739.9,3678.4,899.95,18.361
27,0,2010.9,4304.0,1038.5,20.24
28,0,1575.9,3171.7,826.76,14.016
29,0,1480.3,3240.6,596.19,17.234
30,0,1704.0,3511.5,867.4,15.322
31,0,1523.5,3206.4,724.11,17.977
32,0,1523.0,3144.3,803.55,12.406
33,0,1536.7,3123.0,759.29,13.151
34,0,1269.5,2565.1,602.69,16.178
35,0,1585.2,3321.5,771.0,13.75
36,0,1700.3,3672.6,759.36,14.39
37,0,1640.1,3493.9,796.35,16.878
38,0,1601.6,3254.0,801.09,10.336
39,0,1216.7,2173.5,414.67,16.85
40,0,1940.2,3615.8,1196.1,7.7542
41,0,1699.6,3538.0,759.84,16.324
42,0,2271.4,4617.5,1226.9,11.526
43,0,1453.1,2743.9,922.59,15.402
44,0,2190.0,4877.8,1044.5,26.32
45,0,3723.4,7321.5,2432.7,16.786
46,0,2116.9,4649.1,958.47,13.502
47,0,2273.0,4392.3,1303.1,17.252
48,0,2415.5,5122.1,1290.2,19.732
49,0,2219.3,5033.5,972.91,20.974
50,0,2265.8,5053.1,1444.0,22.131
51,0,3835.9,7027.0,2952.5,19.897
52,0,2968.7,6560.0,1506.5,33.902
53,0,1875.7,3818.5,1062.9,11.008
54,0,2202.0,4783.5,1182.5,14.254
55,0,2226.8,4777.2,974.53,17.802
56,0,1930.3,4080.3,979.63,15.066
57,0,1971.4,4181.6,957.16,16.045
58,0,2357.7,4840.8,1289.7,15.223
59,0,2401.5,5155.4,1349.1,20.205
60,0,2238.3,4455.8,1354.1,5.2063
61,0,2750.8,5693.7,1489.2,29.154
62,0,1820.4,4016.2,764.94,9.5048
63,0,1784.1,3615.4,1003.3,13.902
64,0,2620.2,5922.6,1171.7,26.824
65,0,1858.6,3806.9,991.38,38.611
66,0,1556.0,3043.4,830.75,20.185
67,0,1662.0,3247.9,752.89,20.112
68,0,1872.6,3782.7,936.49,13.205
69,0,2134.9,4501.2,985.8,17.58
70,0,2027.4,4358.9,765.88,17.296
71,0,2614.6,5458.3,1356.6,21.409
72,0,2754.4,5852.9,1544.3,23.587
73,0,1972.2,4493.1,666.46,28.461
74,0,1969.9,4491.1,666.15,28.491
75,0,2349.7,4577.6,1509.2,26.324
76,0,2138.0,4350.8,1037.4,28.886
77,0,1724.6,3630.4,773.5,18.44
78,0,2046.3,4087.4,1114.9,16.137
79,0,2782.0,4984.9,2051.5,14.348
80,0,2303.5,4802.6,1101.9,29.133
81,0,2318.8,4864.8,1156.9,26.931
82,0,2318.8,4864.8,1156.9,26.931
83,0,1291.2,2357.8,825.97,8.6843
84,0,1687.3,3485.0,897.62,18.221
85,0,1760.4,3382.2,1179.3,17.753
86,0,2035.8,6173.1,2846.4,78.668
