,set,spectral_centroid,rolloff,zecr,flux
0,0,3091.9,7380.5,1403.9,30.363
1,0,3406.9,7550.0,1638.0,43.33
2,0,2918.8,6920.8,1295.7,34.53
3,0,1666.1,3320.7,919.35,20.437
4,0,2605.1,5613.2,1376.9,33.546
5,0,2131.5,4331.9,1187.3,22.059
6,0,1998.2,4528.6,759.48,15.571
7,0,1785.9,3585.1,878.78,10.639
8,0,2695.9,5882.1,1364.4,29.398
9,0,3099.6,6602.7,1870.5,31.801
10,0,1716.6,3648.7,721.81,27.472
11,0,1947.8,3782.3,961.54,5.7234
12,0,2482.9,5146.6,1389.7,28.094
13,0,1830.5,4180.6,579.3,22.825
14,0,1889.9,3807.8,954.16,13.534
15,0,2969.8,6536.9,1536.8,33.47
16,0,3079.9,6913.9,1640.2,24.772
17,0,2656.2,5814.2,1384.5,23.921
18,0,3116.5,7334.0,1397.6,34.137
19,0,2857.1,6087.5,1704.1,35.245
20,0,3148.7,6952.3,1963.6,44.2
21,0,3129.3,6813.7,2030.2,35.399
22,0,2966.8,6535.2,1534.7,33.387
23,0,3296.0,7267.5,1926.9,38.045
24,0,3035.6,6831.7,1589.4,35.89
25,0,2605.6,5991.5,1154.0,28.88
26,0,2239.2,4662.6,1114.4,32.222
27,0,2404.5,5235.0,1113.7,26.742
28,0,2652.9,5938.3,1332.6,31.85
29,0,2719.5,6288.5,1224.3,36.35
30,0,2824.2,6179.3,1636.0,32.582
31,0,2882.0,6317.2,1682.2,32.728
32,0,3698.6,7949.2,2457.9,17.437
33,0,2678.0,5579.3,1495.8,24.193
34,0,2838.0,6489.7,1432.8,30.241
35,0,2941.5,6510.0,1735.9,50.462
36,0,2630.0,6044.3,1241.3,42.338
37,0,3112.0,6502.4,1805.6,48.036
38,0,2967.8,6441.3,1619.7,36.809
39,0,3573.4,8067.1,2074.6,44.845
40,0,1818.7,3441.0,1075.1,29.308
41,0,1836.1,3731.0,846.23,10.947
42,0,2713.2,5846.5,1543.3,36.785
43,0,2449.3,5302.8,1153.2,40.656
44,0,2906.0,6204.0,1488.2,37.938
45,0,2610.8,5920.5,1405.3,34.655
46,0,2620.3,5895.0,1376.4,35.091
47,0,2876.0,6794.5,1389.8,36.857
48,0,3862.6,8100.9,2327.4,29.875
49,0,1673.6,3362.7,675.22,21.909
50,0,2707.8,5891.0,1295.3,32.11
51,0,3860.2,8388.9,2519.0,39.159
52,0,3254.3,7249.1,1715.5,52.057
53,0,2398.7,5113.4,1158.1,23.283
54,0,3013.2,6897.7,1484.1,42.933
55,0,3470.7,7745.5,1830.3,40.077
56,0,3219.1,6825.2,1589.2,37.523
57,0,3250.6,7216.6,1693.7,53.246
58,0,2520.1,5227.3,1586.0,26.364
59,0,3243.1,6892.3,1582.9,37.695
60,0,3013.2,6897.7,1484.1,42.933
61,0,2590.8,5419.9,1199.0,34.398
62,0,2309.5,5162.7,1066.5,65.13
63,0,1661.9,3298.4,814.2,18.394
64,0,3546.4,6934.9,2285.1,28.425
65,0,2313.6,5057.0,1086.2,19.479
66,0,2524.2,5966.8,1101.2,40.75
67,0,3437.2,7547.7,2082.4,33.997
68,0,3026.7,6344.0,1690.2,43.511
69,0,2223.0,4662.2,1036.4,38.689
70,0,2912.5,6546.2,1521.3,28.589
71,0,3437.2,7547.7,2082.4,33.997
72,0,2464.9,5085.4,1425.3,46.623
73,0,3244.6,7326.1,1744.4,42.541
74,0,3073.8,7091.8,1419.2,31.839
75,0,3270.3,7124.3,1743.2,28.921
76,0,3264.1,7416.9,1558.0,39.404
77,0,3583.5,7814.0,2292.3,43.232
78,0,2832.6,6082.4,1571.5,39.187
79,0,1838.9,3945.3,778.2,6.1387
80,0,2881.6,6808.0,1393.0,37.065
81,0,2060.0,4620.8,949.53,14.911
82,0,2864.6,6824.7,1112.1,33.596
83,0,2233.9,5213.7,928.5,21.957
84,0,2727.5,5917.0,1479.2,24.936
85,0,2244.4,4513.2,1326.0,31.913
86,0,3212.2,7180.7,2012.6,23.478
87,0,3178.0,7276.3,1604.5,29.386
88,0,3075.4,6649.8,1856.9,40.402
89,0,3041.4,6534.9,1800.3,38.479
90,0,3196.6,7288.6,1615.5,29.899
91,0,3365.3,7439.7,1817.0,43.621
92,0,2969.3,6364.6,1567.6,38.132
93,0,3007.0,6813.6,1447.7,36.852
94,0,2493.9,5408.5,1388.5,30.352
95,0,2697.5,6543.0,1140.0,47.805
96,0,2669.2,6009.3,1161.1,33.988
97,0,2999.9,6733.1,1500.4,24.083
98,0,3325.9,7161.2,1992.7,37.056
99,0,2467.6,6064.6,1049.4,20.61
100,1,1415.2,2553.2,828.52,7.3463
101,1,1222.2,2236.3,647.17,3.5136
102,1,1055.5,1823.7,622.49,7.6364
103,1,822.81,1370.8,480.59,8.4516
