,set,spectral_centroid,rolloff,zecr,flux
0,0,176.21,388.92,234.06,4.8045
1,0,271.54,449.0,339.52,5.1116
2,0,255.53,439.79,297.32,4.0656
3,0,201.24,296.74,269.83,4.758
4,0,244.86,506.45,279.66,3.8746
5,0,251.82,405.07,312.47,4.5335
6,0,419.02,848.51,375.72,4.5348
7,0,282.22,577.61,304.89,4.5554
8,0,344.15,680.91,342.41,4.3853
9,0,301.74,577.93,332.96,4.8412
10,0,233.6,432.76,257.77,6.1307
11,0,214.01,396.45,308.18,4.8425
12,0,344.64,565.17,383.28,5.371
13,0,349.43,647.99,354.96,3.7497
14,0,302.77,558.08,351.21,4.0112
15,0,272.19,484.87,329.33,2.9656
16,0,190.92,235.35,306.99,2.4957
17,0,257.16,449.91,296.32,2.6531
18,0,324.83,574.84,354.95,3.8144
19,0,311.99,631.18,329.46,3.1203
20,0,301.14,523.02,357.63,3.3823
21,0,184.02,261.38,261.15,2.5802
22,0,178.66,296.18,313.18,1.7913
23,0,536.96,956.39,639.99,5.798
24,0,319.09,632.62,333.9,3.6291
25,0,301.32,578.33,322.59,4.1085
26,0,274.98,551.13,305.42,3.3784
27,0,285.92,480.34,349.89,3.0245
28,0,267.38,433.68,325.6,4.5196
29,0,311.63,536.87,385.3,3.6594
30,0,260.08,413.8,321.31,4.1622
31,0,294.43,473.51,352.21,3.3541
32,0,294.76,468.35,345.36,5.3436
33,0,343.32,607.96,396.39,4.8686
34,0,357.34,623.41,380.31,4.1405
35,0,277.73,453.26,333.21,4.5813
36,0,285.58,460.37,353.48,4.527
37,0,300.54,466.97,372.1,3.7849
38,0,286.96,494.59,341.64,5.7497
39,0,371.28,731.53,432.59,5.077
40,0,386.51,701.74,404.24,6.6584
41,0,244.62,383.1,345.03,3.997
42,0,154.96,366.33,215.41,5.3515
43,0,304.99,558.78,287.7,4.2132
44,0,183.86,429.94,270.91,2.6749
45,0,470.37,965.06,245.2,3.877
46,0,136.61,231.89,281.79,4.6887
47,0,194.71,352.06,233.61,4.0852
48,0,174.85,416.29,216.28,2.9532
49,0,148.04,371.72,285.34,2.7678
50,0,197.8,424.66,245.16,2.3822
51,0,466.21,791.53,420.35,2.8243
52,0,210.61,669.43,185.59,3.5719
53,0,267.81,470.7,308.04,5.5344
54,0,122.58,250.56,229.18,4.5289
55,0,188.8,378.66,294.75,3.4447
56,0,208.59,354.15,294.96,4.387
57,0,335.66,729.44,342.11,4.2442
58,0,318.8,625.31,370.41,4.2924
59,0,208.4,508.17,217.69,3.3064
60,0,227.66,450.73,230.81,7.1495
61,0,283.45,550.75,407.46,1.4881
62,0,239.09,365.55,343.55,5.8847
63,0,225.35,344.18,290.16,4.7287
64,0,165.63,593.31,233.0,2.006
65,0,258.34,447.64,291.4,4.0971
66,0,281.39,495.56,313.5,2.8575
67,0,253.71,471.41,336.37,2.9193
68,0,227.41,394.95,289.11,4.8836
69,0,190.73,439.03,310.41,3.8415
70,0,254.51,515.87,335.02,4.3427
71,0,312.15,631.27,296.47,3.066
72,0,166.63,490.35,189.33,2.7244
73,0,171.77,319.46,359.73,3.0033
74,0,172.35,322.4,359.76,3.0504
75,0,99.696,246.94,149.28,4.914
76,0,341.51,782.35,329.78,2.2479
77,0,313.01,554.57,353.3,3.4548
78,0,222.23,395.74,297.11,3.9751
79,0,223.89,259.06,339.54,5.3326
80,0,193.41,341.97,261.56,1.5748
81,0,195.13,344.5,253.06,1.5765
82,0,195.13,344.5,253.06,1.5765
83,0,443.0,937.61,417.33,6.5167
84,0,268.98,430.49,304.42,3.5425
85,0,284.53,451.69,328.4,5.1762
86,0,376.78,2006.6,1104.3,30.628
87,0,366.77,774.31,361.71,2.9414
88,0,356.35,975.09,270.9,2.8345
89,0,427.34,811.23,402.61,2.5954
90,0,107.51,361.75,161.34,3.0629
91,0,126.27,247.54,178.49,5.1216
92,0,145.69,251.46,187.93,4.2819
93,0,203.4,387.59,261.81,4.3419
94,0,230.53,474.36,251.0,3.0618
95,0,116.25,349.21,234.33,1.8967
96,0,284.66,494.46,306.38,3.1535
97,0,197.84,326.8,265.13,5.6756
98,0,208.9,333.85,322.95,3.2838
99,0,136.83,131.18,233.84,2.5693
100,1,261.66,636.78,261.04,3.484
101,1,169.71,411.78,170.71,4.2903
102,1,112.63,299.32,111.5,2.5987
103,1,133.15,180.88,217.67,2.5773
104,1,290.87,562.65,257.04,5.4026
105,1,128.92,246.67,127.16,3.2056
106,1,343.0,562.19,351.96,6.5002
107,1,210.84,468.49,202.7,5.2089
108,1,262.06,552.39,254.11,5.9706
109,1,104.66,131.4,103.36,8.5853
110,1,208.48,216.5,355.07,2.466
111,1,134.56,144.99,264.64,3.6547
112,1,133.39,176.16,217.76,2.916
113,1,210.85,275.32,291.68,4.144
114,1,161.79,240.55,247.17,5.0938
115,1,224.41,364.54,229.02,3.0912
116,1,121.58,150.91,242.8,6.6006
117,1,152.55,216.98,235.24,2.431
118,1,210.33,450.72,289.9,2.1444
119,1,171.13,320.6,201.28,5.4404
120,1,196.05,355.84,216.72,3.7585
121,1,241.74,346.14,333.44,3.6199
122,1,117.05,177.81,111.48,1.8403
123,1,117.39,190.81,189.53,2.4758
124,1,125.73,214.38,213.15,4.015
125,1,234.68,405.9,248.9,3.8118
126,1,145.57,111.51,402.62,2.8348
127,1,111.52,207.46,135.72,2.4118
128,1,131.08,321.6,202.9,1.7924
129,1,195.66,275.72,242.27,4.8083
130,1,307.37,600.7,238.99,4.012
131,1,143.09,198.14,198.15,2.2145
132,1,102.98,216.75,175.23,3.2193
133,1,361.07,560.14,307.14,4.4292
134,1,205.57,265.87,244.3,4.9589
