,set,spectral_centroid,rolloff,zecr,flux
0,0,3017.9,7189.6,1352.0,28.993
1,0,3319.5,7340.3,1580.0,41.789
2,0,2858.4,6769.2,1264.0,33.696
3,0,1677.6,3388.5,890.79,20.041
4,0,2538.0,5479.6,1296.1,32.746
5,0,2107.4,4316.2,1143.7,21.71
6,0,1970.2,4482.7,726.38,15.65
7,0,1838.3,3740.7,871.12,11.401
8,0,2634.3,5779.7,1292.5,28.678
9,0,3014.6,6453.9,1776.0,30.442
10,0,1742.4,3730.0,723.86,27.003
11,0,1955.5,3865.0,956.18,6.8267
12,0,2441.4,5109.5,1323.7,26.691
13,0,1831.0,4178.6,577.6,22.724
14,0,1898.4,3871.7,934.49,14.046
15,0,2903.1,6435.8,1458.9,32.277
16,0,3009.2,6755.6,1588.5,23.626
17,0,2597.3,5723.2,1312.7,23.594
18,0,3030.1,7116.0,1338.5,33.295
19,0,2806.1,6016.8,1640.9,34.041
20,0,3067.0,6776.6,1851.9,42.454
21,0,3029.6,6610.4,1909.0,34.314
22,0,2900.9,6435.5,1458.4,32.128
23,0,3203.0,7061.1,1837.9,36.279
24,0,2974.5,6714.3,1529.5,34.474
25,0,2564.4,5857.8,1134.5,28.199
26,0,2235.5,4703.8,1088.6,30.855
27,0,2368.5,5182.8,1070.3,26.133
28,0,2600.1,5839.3,1270.1,30.632
29,0,2652.4,6147.9,1159.8,35.448
30,0,2740.1,6013.5,1548.6,32.14
31,0,2793.3,6143.0,1590.9,32.337
32,0,3602.7,7745.5,2353.4,17.569
33,0,2623.7,5492.1,1430.6,23.753
34,0,2793.3,6393.2,1391.1,29.13
35,0,2883.3,6401.4,1662.0,48.753
36,0,2587.6,5970.8,1201.9,40.256
37,0,2961.8,6270.8,1699.7,46.651
38,0,2882.8,6277.0,1539.3,35.761
39,0,3440.7,7773.6,1942.3,42.944
40,0,1832.2,3534.9,1039.6,28.469
41,0,1810.8,3721.6,800.34,11.673
42,0,2698.5,5852.7,1507.2,35.372
43,0,2360.0,5122.7,1078.6,38.847
44,0,2836.9,6075.7,1425.3,36.615
45,0,2538.5,5762.4,1314.1,33.53
46,0,2543.5,5739.7,1287.1,33.863
47,0,2801.9,6625.1,1324.6,35.877
48,0,3709.2,7809.0,2192.1,28.888
49,0,1714.9,3498.1,684.27,21.249
50,0,2661.0,5779.9,1263.8,31.205
51,0,3710.7,8144.5,2352.8,37.912
52,0,3177.3,7076.1,1647.0,49.999
53,0,2383.9,5018.6,1161.7,23.502
54,0,2920.3,6705.7,1421.2,41.447
55,0,3345.6,7495.2,1732.0,39.421
56,0,3165.2,6718.6,1551.1,36.294
57,0,3173.8,7048.0,1626.9,51.096
58,0,2489.8,5190.1,1526.7,25.78
59,0,3186.5,6777.8,1546.2,36.458
60,0,2920.3,6705.7,1421.2,41.447
61,0,2543.7,5360.4,1157.2,33.638
62,0,2297.8,5136.2,1050.2,61.831
63,0,1673.2,3349.6,800.1,18.388
64,0,3441.0,6769.2,2185.4,27.649
65,0,2265.2,4912.7,1052.5,19.224
66,0,2460.0,5804.7,1045.6,38.942
67,0,3344.3,7364.9,1976.6,33.294
68,0,2951.3,6201.3,1615.9,42.154
69,0,2212.0,4664.3,1016.7,37.54
70,0,2847.8,6402.9,1479.0,28.434
71,0,3344.3,7364.9,1976.6,33.294
72,0,2457.2,5113.3,1394.5,44.299
73,0,3149.3,7120.0,1670.2,40.691
74,0,3029.3,7023.3,1373.4,31.227
75,0,3187.2,6938.6,1678.9,28.513
76,0,3174.6,7210.0,1495.3,38.023
77,0,3491.6,7613.3,2206.6,40.788
78,0,2778.8,5976.9,1511.9,37.729
79,0,1843.0,3992.3,759.84,7.1879
