,set,spectral_centroid,rolloff,zecr,flux
0,0,448.49,1099.0,346.29,7.8189
1,0,485.04,1009.4,362.94,7.0248
2,0,328.76,844.66,236.03,4.9482
3,0,301.37,651.62,197.67,3.3669
4,0,275.6,565.34,272.53,4.2566
5,0,333.28,714.58,340.58,9.9944
6,0,291.67,728.65,207.53,4.421
7,0,430.88,1070.0,203.91,4.5517
8,0,312.23,541.98,366.62,3.4249
9,0,371.6,747.35,382.42,6.5665
10,0,198.43,479.89,152.45,3.3836
11,0,252.32,650.15,238.65,4.7346
12,0,269.92,497.35,327.32,4.8993
13,0,320.74,1026.0,166.67,2.6541
14,0,162.36,389.26,196.76,2.4593
15,0,345.78,750.47,324.43,4.7048
16,0,570.87,1083.5,563.09,10.427
17,0,316.92,846.94,314.61,2.5049
18,0,426.85,1037.6,283.9,4.2352
19,0,401.69,824.69,464.17,6.078
20,0,375.63,794.75,395.83,9.3422
21,0,423.66,979.18,502.96,6.2573
22,0,345.28,749.82,324.5,4.6613
23,0,454.13,962.83,431.51,6.2546
24,0,427.69,1039.8,350.15,6.6979
25,0,279.88,733.9,237.94,3.5126
26,0,279.08,701.64,231.34,7.9201
27,0,281.0,621.7,242.43,3.7433
28,0,266.19,640.41,230.7,5.044
29,0,273.87,718.72,191.74,4.9138
30,0,321.64,732.92,353.29,6.1131
31,0,339.85,744.66,365.84,6.2967
32,0,578.61,1091.0,596.08,2.5318
33,0,327.79,890.71,276.41,5.6227
34,0,347.14,795.01,333.47,4.9867
35,0,358.93,768.55,377.5,11.76
36,0,232.8,606.54,220.12,6.9345
37,0,400.05,756.73,371.85,9.3799
38,0,353.8,718.11,323.89,5.4516
39,0,538.93,1133.4,506.76,9.2245
40,0,150.93,414.27,241.03,10.837
41,0,176.34,526.03,150.27,3.7597
42,0,297.06,636.08,350.24,5.5926
43,0,249.43,487.49,241.48,8.3678
44,0,329.12,666.65,307.05,5.6749
45,0,489.06,1179.7,431.47,5.2114
46,0,498.04,1179.9,427.48,5.4565
47,0,453.16,1000.1,370.76,5.7477
48,0,843.87,1472.9,733.41,4.0061
49,0,483.78,1047.5,380.48,7.6188
50,0,309.08,622.29,281.27,4.8577
51,0,677.04,1259.5,715.01,6.7691
52,0,402.1,874.17,347.16,8.8136
53,0,324.45,853.68,309.91,5.1072
54,0,360.59,810.67,285.96,7.518
55,0,486.41,1022.3,456.07,6.2387
56,0,539.98,1008.0,510.68,7.5469
57,0,400.85,869.6,344.43,9.1347
58,0,222.68,410.32,315.44,4.2673
59,0,542.65,1026.9,510.71,7.5744
60,0,360.59,810.67,285.96,7.518
